ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1993,1993-09-19,3,24.024,NWE,,SEA,L 14-17,,,,,
2,1993,1993-09-26,4,24.031,NWE,@,NYJ,L 7-45,,,,,
3,1993,1993-10-10,5,24.045,NWE,@,PHO,W 23-21,,,,,
4,1993,1993-10-17,6,24.052,NWE,,HOU,L 14-28,,,,,
5,1993,1993-10-24,7,24.059,NWE,@,SEA,L 9-10,,,,,
6,1993,1993-10-31,8,24.066,NWE,@,IND,L 6-9,,,,,
7,1993,1993-11-07,9,24.073,NWE,,BUF,L 10-13,,,,,
8,1993,1993-11-21,10,24.087,NWE,@,MIA,L 13-17,,,,,
9,1993,1993-12-12,13,24.108,NWE,,CIN,W 7-2,,,,,
10,1993,1993-12-19,14,24.115,NWE,@,CLE,W 20-17,,,,,
11,1993,1993-12-26,15,24.122,NWE,,IND,W 38-0,,,,,
12,1993,1994-01-02,16,24.129,NWE,,MIA,W 33-27,,,,,
13,1994,1994-09-04,1,25.009,NWE,@,MIA,L 35-39,,,,,
14,1994,1994-09-11,2,25.016,NWE,,BUF,L 35-38,,,,,
15,1994,1994-09-25,4,25.030,NWE,@,DET,W 23-17,,,,,
16,1994,1994-10-02,5,25.037,NWE,,GNB,W 17-16,,,,,
17,1994,1994-10-09,6,25.044,NWE,,RAI,L 17-21,,,,,
18,1994,1994-10-16,7,25.051,NWE,@,NYJ,L 17-24,,,,,
19,1994,1994-10-30,8,25.065,NWE,,MIA,L 3-23,,,,,
20,1994,1994-11-06,9,25.072,NWE,@,CLE,L 6-13,,,,,
21,1994,1994-11-13,10,25.079,NWE,,MIN,W 26-20,,,,,
22,1994,1994-11-20,11,25.086,NWE,,SDG,W 23-17,,,,,
23,1994,1994-11-27,12,25.093,NWE,@,IND,W 12-10,,,,,
24,1994,1994-12-04,13,25.100,NWE,,NYJ,W 24-13,,,,,
25,1994,1994-12-11,14,25.107,NWE,,IND,W 28-13,,,,,
26,1994,1994-12-18,15,25.114,NWE,@,BUF,W 41-17,,,,,
27,1994,1994-12-24,16,25.120,NWE,@,CHI,W 13-3,,,,,
28,1995,1995-09-03,1,26.008,NWE,,CLE,W 17-14,,0,0,,0
29,1995,1995-09-10,2,26.015,NWE,,MIA,L 3-20,,0,0,,0
30,1995,1995-09-17,3,26.022,NWE,@,SFO,L 3-28,,0,0,,0
31,1995,1995-10-01,4,26.036,NWE,@,ATL,L 17-30,,0,0,,0
32,1995,1995-10-08,5,26.043,NWE,,DEN,L 3-37,,0,0,,0
