ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2017,2017-09-10,1,21.250,CLE,,PIT,L 18-21,*,20,30,66.67,222,1,1,85.7,7,42,7.40,6.57,5,17,3.40,1,1,6
2,2017,2017-09-17,2,21.257,CLE,@,BAL,L 10-24,*,15,31,48.39,182,0,3,27.3,2,5,5.87,1.52,5,26,5.20,0,0,0
3,2017,2017-09-24,3,21.264,CLE,@,IND,L 28-31,*,22,47,46.81,242,2,3,50.1,1,7,5.15,3.13,7,44,6.29,1,1,6
4,2017,2017-10-01,4,21.271,CLE,,CIN,L 7-31,*,16,34,47.06,118,0,1,43.5,1,7,3.47,2.15,5,10,2.00,0,0,0
5,2017,2017-10-08,5,21.278,CLE,,NYJ,L 14-17,*,8,17,47.06,87,0,1,38.1,1,2,5.12,2.47,6,29,4.83,0,0,0
6,2017,2017-10-22,7,21.292,CLE,,TEN,L 9-12,*,12,20,60.00,114,0,2,36.2,0,0,5.70,1.20,0,0,,0,0,0
7,2017,2017-10-29,8,21.299,CLE,,MIN,L 16-33,*,18,34,52.94,179,0,0,68.1,3,18,5.26,5.26,5,18,3.60,1,1,6
8,2017,2017-11-12,9,21.313,CLE,@,DET,L 24-38,*,21,37,56.76,232,1,1,73.3,1,3,6.27,5.59,7,57,8.14,1,1,6
9,2017,2017-11-19,10,21.320,CLE,,JAX,L 7-19,*,16,32,50.00,179,1,2,51.4,5,45,5.59,3.41,5,22,4.40,0,0,0
10,2017,2017-11-26,11,21.327,CLE,@,CIN,L 16-30,*,18,31,58.06,268,0,0,86.5,3,23,8.65,8.65,9,39,4.33,1,1,6
11,2017,2017-12-03,12,21.334,CLE,@,LAC,L 10-19,*,15,32,46.88,215,1,1,66.5,3,13,6.72,5.94,5,46,9.20,0,0,0
12,2017,2017-12-10,13,21.341,CLE,,GNB,L 21-27,*,20,28,71.43,214,3,2,99.4,2,5,7.64,6.57,2,7,3.50,0,0,0
13,2017,2017-12-17,14,21.348,CLE,,BAL,L 10-27,*,20,37,54.05,146,0,2,41.0,2,10,3.95,1.51,7,35,5.00,0,0,0
14,2017,2017-12-24,15,21.355,CLE,@,CHI,L 3-20,*,18,36,50.00,182,0,2,41.7,1,4,5.06,2.56,3,8,2.67,0,0,0
15,2017,2017-12-31,16,21.362,CLE,@,PIT,L 24-28,*,16,30,53.33,314,2,1,98.5,6,42,10.47,10.30,6,61,10.17,0,0,0
16,2018,2018-09-09,1,22.249,GNB,,CHI,W 24-23,,4,7,57.14,55,0,1,42.9,2,21,7.86,1.43,0,0,,0,0,0
