ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2010,2010-09-26,3,22.069,SFO,@,KAN,L 10-31,,0,0,0,,0,0.0%,,0,0,,0,3,65,21.67,0,1,0,0.00,0,0,0
2,2010,2010-10-03,4,22.076,SFO,@,ATL,L 14-16,,0,0,0,,0,0.0%,,0,0,,0,1,17,17.00,0,0,0,,0,0,0
3,2010,2010-11-21,10,22.125,SFO,,TAM,L 0-21,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,2,16,8.00,0,0,0
4,2010,2010-12-05,12,22.139,SFO,@,GNB,L 16-34,,,,,,,0.0%,,,,,,,,,,,,,,,
5,2010,2011-01-02,16,22.167,SFO,,ARI,W 38-7,,,,,,,0.0%,,,,,,,,,,,,,,,
6,2011,2011-09-18,2,23.061,SFO,,DAL,L 24-27,,1,1,12,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,1,6
7,2011,2011-10-02,4,23.075,SFO,@,PHI,W 24-23,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
8,2011,2011-10-09,5,23.082,SFO,,TAM,W 48-3,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
9,2011,2011-10-16,6,23.089,SFO,@,DET,W 25-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
10,2011,2011-10-30,7,23.103,SFO,,CLE,W 20-10,,,,,,,0.0%,,,,,,,,,,,,,,,
11,2011,2011-11-06,8,23.110,SFO,@,WAS,W 19-11,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
12,2011,2011-11-13,9,23.117,SFO,,NYG,W 27-20,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,0,0,,0,0,0
13,2011,2011-11-20,10,23.124,SFO,,ARI,W 23-7,,5,5,54,10.80,1,100.0%,10.80,0,0,,0,0,0,,0,0,0,,0,1,6
14,2011,2011-11-24,11,23.128,SFO,@,BAL,L 6-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
15,2011,2011-12-04,12,23.138,SFO,,STL,W 26-0,,2,2,66,33.00,1,100.0%,33.00,1,25,25.00,0,0,0,,0,0,0,,0,1,6
16,2011,2011-12-11,13,23.145,SFO,@,ARI,L 19-21,,6,4,42,10.50,0,66.7%,7.00,1,7,7.00,0,0,0,,0,0,0,,0,0,0
17,2011,2011-12-19,14,23.153,SFO,,PIT,W 20-3,,5,4,33,8.25,0,80.0%,6.60,0,0,,0,1,18,18.00,0,0,0,,0,0,0
18,2011,2011-12-24,15,23.158,SFO,@,SEA,W 19-17,*,5,1,4,4.00,0,20.0%,0.80,0,0,,0,3,86,28.67,0,2,41,20.50,0,0,0
19,2012,2012-09-09,1,24.052,SFO,@,GNB,W 30-22,*,0,0,0,,0,0.0%,,1,3,3.00,0,0,0,,0,1,20,20.00,0,0,0
20,2012,2012-09-16,2,24.059,SFO,,DET,W 27-19,*,2,0,0,,0,0.0%,0.00,0,0,,0,1,0,0.00,0,1,8,8.00,0,0,0
21,2012,2012-09-23,3,24.066,SFO,@,MIN,L 13-24,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,2,144,72.00,0,2,24,12.00,0,0,0
22,2012,2012-09-30,4,24.073,SFO,@,NYJ,W 34-0,,0,0,0,,0,0.0%,,1,9,9.00,0,1,25,25.00,0,0,0,,0,0,0
